,ticket_number,issued_date,location,description,status,dayofweek,hourofday,lat,lon,count,amount
2483,231300569,2023/01/27 10:51:00+00,600 PARK AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Void Approved,Friday,10,43.0745999,-76.0792434,1,0
2484,231300568,2023/01/27 10:51:00+00,600 PARK AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,Friday,10,43.0745999,-76.0792434,1,0
2485,23500687,2023/01/27 10:52:00+00,200 ASH ST,PARKED IN LOADING ZONE/ALL CO15-329,Fourth Notice,Friday,10,43.059282,-76.151955,1,25
2486,23500690,2023/01/27 11:16:00+00,100 THORNDON PARK,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Friday,11,0.0,0.0,1,25
2487,23500691,2023/01/27 11:17:00+00,100 THORNDON PARK,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Friday,11,0.0,0.0,1,25
2488,23500692,2023/01/27 11:18:00+00,100 THORNDON PARK,LIMITED PARKING ONLY 9 AM-6 PM CO15-365,Paid In Full,Friday,11,0.0,0.0,1,25
2489,230700605,2023/01/27 12:01:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,12,43.039224,-76.130184,1,25
2490,230700606,2023/01/27 12:02:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2491,230700610,2023/01/27 12:05:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2492,230700609,2023/01/27 12:04:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,12,43.039224,-76.130184,1,25
2493,230700607,2023/01/27 12:03:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,12,43.039224,-76.130184,1,25
2494,230700608,2023/01/27 12:04:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2495,230700611,2023/01/27 12:06:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,Friday,12,43.039224,-76.130184,1,0
2496,230700612,2023/01/27 12:06:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2497,230700613,2023/01/27 12:07:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2498,230700615,2023/01/27 12:09:00+00,700 COMSTOCK AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,Friday,12,43.039224,-76.130184,1,60
2499,230700614,2023/01/27 12:08:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Friday,12,43.039224,-76.130184,1,25
2500,230700618,2023/01/27 12:13:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2501,230700617,2023/01/27 12:11:00+00,700 COMSTOCK AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Issued,Friday,12,43.039224,-76.130184,1,60
2502,230700616,2023/01/27 12:10:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,12,43.039224,-76.130184,1,25
2503,230700619,2023/01/27 12:13:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2504,230700620,2023/01/27 12:14:00+00,700 COMSTOCK AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.039224,-76.130184,1,25
2505,230700621,2023/01/27 12:24:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
2506,230700622,2023/01/27 12:24:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Friday,12,43.0400816,-76.1317789,1,60
2507,230700623,2023/01/27 12:26:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
2508,230700624,2023/01/27 12:27:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.0400816,-76.1317789,1,25
2509,230700625,2023/01/27 12:30:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.041035,-76.1324993,1,25
2510,230700627,2023/01/27 12:33:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,12,43.041035,-76.1324993,1,25
2511,230700626,2023/01/27 12:32:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,12,43.041035,-76.1324993,1,25
2512,230900528,2023/01/27 13:22:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Friday,13,43.0421053,-76.1324459,1,25
2513,230900529,2023/01/27 13:24:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,13,43.041035,-76.1324993,1,25
2514,230900530,2023/01/27 13:25:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2515,230900532,2023/01/27 13:28:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,13,43.041035,-76.1324993,1,25
2516,230900531,2023/01/27 13:26:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2517,230900533,2023/01/27 13:29:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,13,43.041035,-76.1324993,1,25
2518,230900534,2023/01/27 13:29:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2519,230900535,2023/01/27 13:30:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2520,230900538,2023/01/27 13:32:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Approved,Friday,13,43.041035,-76.1324993,1,0
2521,230900536,2023/01/27 13:31:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2522,230900537,2023/01/27 13:32:00+00,900 WALNUT AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.041035,-76.1324993,1,25
2523,230900539,2023/01/27 13:33:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Friday,13,43.041035,-76.1324993,1,100
2524,230900540,2023/01/27 13:34:00+00,900 WALNUT AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Friday,13,43.041035,-76.1324993,1,100
2525,230900541,2023/01/27 13:36:00+00,300 WAVERLY AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
2526,230900543,2023/01/27 13:37:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0400816,-76.1317789,1,25
2527,230900542,2023/01/27 13:36:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
2528,230900544,2023/01/27 13:39:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Issued,Friday,13,43.0400816,-76.1317789,1,25
2529,230900545,2023/01/27 13:40:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Fourth Notice,Friday,13,43.0400816,-76.1317789,1,25
2530,230900548,2023/01/27 13:43:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2531,230900546,2023/01/27 13:42:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2532,230900547,2023/01/27 13:43:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2533,230900550,2023/01/27 13:45:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2534,230900551,2023/01/27 13:46:00+00,300 WALNUT PL,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2535,230900549,2023/01/27 13:45:00+00,300 WALNUT PL,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2536,230900552,2023/01/27 13:47:00+00,300 WALNUT PL,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Fourth Notice,Friday,13,43.0414205,-76.13319862251035,1,25
2537,230900553,2023/01/27 13:48:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Friday,13,43.0414205,-76.13319862251035,1,25
2538,230900554,2023/01/27 13:49:00+00,200 WALNUT PL,NO STOPPING ANY TIME CO15-316 (A)14,Issued,Friday,13,43.04245675,-76.1331655,1,25
2539,392988D,2023/01/23 20:31:00+00,1000 EILEEN COLLINS BLVD,TOW AWAY ZONE/ALL CO15-316 (A)14,Adjudication Pending ,Monday,20,43.113505702811246,-76.11989651004016,1,25
2540,394592D,2023/01/24 16:49:00+00,200 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Tuesday,16,43.066052,-76.10994,1,60
2541,353118D,2023/01/25 18:24:00+00,400 SALINA ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Wednesday,18,43.0466087,-76.1527955,1,25
2542,23500703,2023/01/30 09:07:00+00,400 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,9,43.046742,-76.136672,1,25
2543,23500704,2023/01/30 09:08:00+00,400 CROUSE AVE S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,9,43.046742,-76.136672,1,25
2544,23500705,2023/01/30 09:10:00+00,400 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,9,43.046742,-76.136672,1,25
2545,23500707,2023/01/30 09:18:00+00,800 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,9,43.045278,-76.136414,1,25
2546,230100149,2023/01/30 09:17:00+00,800 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.036276,-76.127018,1,25
2547,23500706,2023/01/30 09:18:00+00,800 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,9,43.045278,-76.136414,1,25
2548,230100150,2023/01/30 09:20:00+00,800 LIVINGSTON AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.036276,-76.127018,1,25
2549,23500709,2023/01/30 09:27:00+00,600 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,9,43.044079,-76.136703,1,25
2550,23500710,2023/01/30 09:30:00+00,600 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,9,43.044079,-76.136703,1,25
2551,230100152,2023/01/30 09:25:00+00,700 SUMNER AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,9,43.037936650000006,-76.12608987597199,1,60
2552,230100151,2023/01/30 09:25:00+00,700 SUMNER AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,9,43.037936650000006,-76.12608987597199,1,60
2553,23500711,2023/01/30 09:30:00+00,600 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,9,43.044079,-76.136703,1,25
2554,230100153,2023/01/30 09:32:00+00,800 ACKERMAN AVE,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,Monday,9,43.036408,-76.124493,1,60
2555,23500713,2023/01/30 09:35:00+00,600 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,9,43.044079,-76.136703,1,25
2556,23500712,2023/01/30 09:33:00+00,600 CROUSE AVE S,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Adjudication Pending ,Monday,9,43.044079,-76.136703,1,25
2557,230900556,2023/01/30 09:35:00+00,500 MONTGOMERY ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Denied,Monday,9,43.0380871,-76.1486963,1,25
2558,230900555,2023/01/30 09:32:00+00,100 MADISON ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,9,43.04510965,-76.15038587478017,1,25
2559,23500714,2023/01/30 09:36:00+00,900 HARRISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,9,43.044117,-76.136422,1,25
2560,230900557,2023/01/30 09:43:00+00,600 STATE ST S,NO PERMIT/ALL TIMES CO15-365,Third Notice,Monday,9,43.0415743,-76.1723785,1,25
2561,230100156,2023/01/30 09:54:00+00,700 COMSTOCK AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Monday,9,43.039224,-76.130184,1,60
2562,230100155,2023/01/30 09:54:00+00,700 COMSTOCK AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,Monday,9,43.039224,-76.130184,1,25
2563,23500716,2023/01/30 09:56:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,Monday,9,43.0424911,-76.1368164,1,25
2564,23500717,2023/01/30 09:56:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.0424911,-76.1368164,1,25
2565,23500715,2023/01/30 09:55:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.0424911,-76.1368164,1,25
2566,23500718,2023/01/30 09:57:00+00,700 CROUSE AVE S,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,9,43.0424911,-76.1368164,1,25
2567,23500719,2023/01/30 10:00:00+00,700 CROUSE AVE S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0424911,-76.1368164,1,25
2568,23500720,2023/01/30 10:00:00+00,700 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,Monday,10,43.0424911,-76.1368164,1,25
2569,230100157,2023/01/30 10:11:00+00,200 EUCLID AVE,LIMITED PARKING ONLY/ALL TIMES CO15-365,Issued,Monday,10,43.0361204,-76.1293797,1,25
2570,230700628,2023/01/30 10:11:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
2571,230900562,2023/01/30 10:03:00+00,200 MADISON ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,Monday,10,43.045396,-76.148647,1,25
2572,230100158,2023/01/30 10:12:00+00,200 EUCLID AVE,LIMITED PARKING ONLY/ALL TIMES CO15-365,Paid In Full,Monday,10,43.0361204,-76.1293797,1,25
2573,230900563,2023/01/30 10:12:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,10,43.046903,-76.150912,1,25
2574,230700629,2023/01/30 10:11:00+00,300 WAVERLY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,10,43.0400816,-76.1317789,1,60
2575,230700630,2023/01/30 10:12:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
2576,230700631,2023/01/30 10:12:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Monday,10,43.0400816,-76.1317789,1,60
2577,230100159,2023/01/30 10:13:00+00,200 EUCLID AVE,LIMITED PARKING ONLY/ALL TIMES CO15-365,Paid In Full,Monday,10,43.0361204,-76.1293797,1,25
2578,230700632,2023/01/30 10:14:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
2579,230700634,2023/01/30 10:16:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,Monday,10,43.0400816,-76.1317789,1,25
2580,230700633,2023/01/30 10:15:00+00,300 WAVERLY AVE,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
2581,230700635,2023/01/30 10:17:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
2582,230700637,2023/01/30 10:22:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,10,43.0421053,-76.1324459,1,25
2583,230700636,2023/01/30 10:19:00+00,300 WAVERLY AVE,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Third Notice,Monday,10,43.0400816,-76.1317789,1,25
2584,230700639,2023/01/30 10:26:00+00,600 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,10,43.045179,-76.132259,1,25
2585,230700638,2023/01/30 10:25:00+00,700 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,10,43.04403,-76.132275,1,25
2586,23500721,2023/01/30 10:52:00+00,700 IRVING AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,10,43.0424791,-76.1383985,1,25
2587,23500722,2023/01/30 10:53:00+00,700 IRVING AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,10,43.0424791,-76.1383985,1,25
2588,395777D,2023/01/30 10:45:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.050425,-76.150598,1,25
2589,23500723,2023/01/30 10:55:00+00,700 IRVING AVE,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,10,43.0424791,-76.1383985,1,25
2590,230900565,2023/01/30 11:24:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,11,43.046903,-76.150912,1,25
2591,23500732,2023/01/30 11:23:00+00,100 MARSHALL ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,Monday,11,43.041511,-76.13648,1,100
2592,230900564,2023/01/30 11:21:00+00,300 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,11,43.048532949999995,-76.15107612442631,1,25
2593,23500733,2023/01/30 11:23:00+00,100 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,11,43.041511,-76.13648,1,25
2594,23500734,2023/01/30 11:34:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,11,43.041511,-76.13648,1,25
2595,230100160,2023/01/30 11:31:00+00,700 COMSTOCK AVE,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Third Notice,Monday,11,43.039224,-76.130184,1,60
2596,23500735,2023/01/30 11:35:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,Monday,11,43.041511,-76.13648,1,25
2597,23500737,2023/01/30 11:38:00+00,700 CROUSE AVE S,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Monday,11,43.0424911,-76.1368164,1,25
2598,23500736,2023/01/30 11:36:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,11,43.041511,-76.13648,1,25
2599,230700656,2023/01/30 13:44:00+00,200 ASH ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,13,43.059282,-76.151955,1,60
2600,230700655,2023/01/30 13:44:00+00,200 ASH ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,Monday,13,43.059282,-76.151955,1,25
2601,230700657,2023/01/30 13:46:00+00,200 ASH ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,13,43.059282,-76.151955,1,25
2602,230900566,2023/01/30 13:50:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Issued,Monday,13,43.04245675,-76.1331655,1,60
2603,230900567,2023/01/30 13:51:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,13,43.04245675,-76.1331655,1,60
2604,395782D,2023/01/30 13:27:00+00,300 WASHINGTON ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,13,43.0492047,-76.1481375,1,25
2605,230900568,2023/01/30 14:38:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,14,43.0414205,-76.13319862251035,1,25
2606,230900569,2023/01/30 14:41:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,Monday,14,43.04245675,-76.1331655,1,60
2607,230900571,2023/01/30 14:43:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,14,43.04245675,-76.1331655,1,60
2608,230900572,2023/01/30 14:44:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,14,43.04245675,-76.1331655,1,60
2609,230900570,2023/01/30 14:42:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,14,43.04245675,-76.1331655,1,60
2610,230900574,2023/01/30 14:49:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,14,43.0400816,-76.1317789,1,60
2611,230900575,2023/01/30 14:50:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,14,43.0400816,-76.1317789,1,25
2612,230900573,2023/01/30 14:49:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,14,43.0400816,-76.1317789,1,25
2613,230900577,2023/01/30 14:52:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Adjudication Pending ,Monday,14,43.0400816,-76.1317789,1,25
2614,230900576,2023/01/30 14:50:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,14,43.0400816,-76.1317789,1,60
2615,230900578,2023/01/30 14:52:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Adjudication Pending ,Monday,14,43.0400816,-76.1317789,1,60
2616,230900582,2023/01/30 14:54:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Third Notice,Monday,14,43.0400816,-76.1317789,1,60
2617,230900581,2023/01/30 14:54:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,Monday,14,43.0400816,-76.1317789,1,25
2618,230900583,2023/01/30 14:55:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,Monday,14,43.0400816,-76.1317789,1,100
2619,230900584,2023/01/30 16:12:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2620,230100161,2023/01/30 16:13:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2621,230100162,2023/01/30 16:14:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2622,230100163,2023/01/30 16:15:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2623,230100164,2023/01/30 16:18:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2624,230900586,2023/01/30 16:22:00+00,300 WAVERLY AVE,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,Monday,16,43.0400816,-76.1317789,1,100
2625,230900585,2023/01/30 16:14:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,Monday,16,43.04245675,-76.1331655,1,60
2626,230100165,2023/01/30 16:22:00+00,300 WAVERLY AVE,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,Monday,16,43.0400816,-76.1317789,1,25
2627,230100166,2023/01/30 16:22:00+00,300 WAVERLY AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,Monday,16,43.0400816,-76.1317789,1,60
2628,230100167,2023/01/30 16:26:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,Monday,16,43.041035,-76.1324993,1,25
2629,231500681,2023/01/30 16:26:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Monday,16,43.044117,-76.136422,1,25
2630,231500680,2023/01/30 16:25:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Approved,Monday,16,43.044117,-76.136422,1,0
2631,230900587,2023/01/30 16:26:00+00,300 WAVERLY AVE,PARKED IN LOADING ZONE/ALL CO15-329,Issued,Monday,16,43.0400816,-76.1317789,1,25
2632,230900588,2023/01/30 16:27:00+00,900 WALNUT AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,Monday,16,43.041035,-76.1324993,1,25
2633,230100168,2023/01/30 16:28:00+00,900 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,Monday,16,43.041035,-76.1324993,1,25
2634,231500682,2023/01/30 16:27:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,Monday,16,43.044117,-76.136422,1,25
2635,231500683,2023/01/30 16:28:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Approved,Monday,16,43.044117,-76.136422,1,0
2636,231500684,2023/01/30 16:28:00+00,900 HARRISON ST,NO PARKING ANY TIME CO15-316 (A)14,Adjudication Pending ,Monday,16,43.044117,-76.136422,1,25
